golden_id,customer_tweet_id,customer_text,brand_reply_text,has_followup,followup_text,sample_layer,pseudo_intent,intent,escalate,escalate_reason,good_reply_elements
131,1772827,Trying to add an email account andddd I️ cannot find the option in my settings anymore @AppleSupport wasssupp?,@532823 We're glad to hear you were able to find it. Don't hesitate to reach out to us if we can be of any help in the future.,False,,base,billing_app_store,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
132,1086057,What a great way to add to an already outstanding complaint by not phoning me when you were meant to...good one again @115858 @AppleSupport👏🏽,@376180 Let us look into this for you. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,False,,hard_d,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
133,2322522,@115858 WAIT I️ FIXED IT,"@672983 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",False,,base,system_performance_freeze,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
134,1725003,"Dear @115858 ,

Please re-enable the quick access feature for music apps other than the default music app",@521732 We appreciate your feedback. Let us know about features you'd like to see implemented or changed here: https://t.co/eTPVYVFyd8,False,,hard_c,audio_music_playback,audio_music_playback,no,None - Standard technical troubleshooting path.,- Inquire whether issue occurs on downloaded vs streamed music; recommend toggling iCloud Music Library / Sync Library; suggest reinstalling Music app.
135,2605773,@AppleSupport Both. It no longer will connect through USB at all. It connects via BT but it will not play through the speakers.,@536668 Let's take a closer look into this. DM us the exact OS version and we'll go from there. https://t.co/GDrqU22YpT,False,,base,billing_app_store,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
136,2304617,@AppleSupport good morning I have a problem with resetting my Apple ID,@668675 We'd love to help! What kind of trouble are you having?,False,,base,account_icloud_login,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
137,1446437,Yo @AppleSupport why am I️ getting weird texts like this whenever I️ type an 'I'?? https://t.co/Jx3eE6WIau,@455634 We'd be happy to help. Please join us in DM so we may continue assisting. https://t.co/GDrqU22YpT,False,,base,other,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
138,2358565,@AppleSupport Is there any reason I wouldn't be able to restore a backup from my up to date 7+ to my new iphone X? Using iTunes on a PC.,"@681212 The iPhone X is exciting, and we're glad to do all we can to help. The steps here will help with restoring your backup through iTunes from your iPhone 7 Plus to your iPhone X: https://t.co/0zHmsKhraO",False,,base,audio_music_playback,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
139,2062641,Please fix the quality of your wires @115858 that it will last long. This really annoys me everytime this happens to my wire 😬 https://t.co/UiZB9CLvYU,"@610009 We know how vital the charging cord is &amp; we can definitely help. Please send us a DM, including the device you use with the cord. https://t.co/GDrqU22YpT",False,,base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
140,2420768,Just confused why @115858 charged me $15 🤔like wtf .. I didn’t purchase anything,@695380 We can help point you in the right direction. Do you see a description next to the charge?,False,,base,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
141,2255348,um @AppleSupport @115948 can someone explain why an album I preordered and purchased is no longer in my library and doesn’t let me play anything other than previews,"@656907 We can help. Open the iTunes Store app and then hit the More icon (...). From there, tap Purchased and Music. and then Tap ""Not on This [device]."" Do you see the album there? 

Click here for a walkthrough: https://t.co/I39AyMJNgb",False,,base,billing_app_store,billing_app_store,no,None - Standard technical troubleshooting path.,- Direct customer to reportaproblem.apple.com to review purchase history; outline refund request process; explain subscription cancellation steps.
142,1305653,"@AppleSupport iOS 11.0.3, 6 won’t give me best route to/from work/home when connecting to car’s BT, even with DND off.",@425112 Let's help take a closer look. Does the same behavior happen when not connected via Bluetooth?,True,@AppleSupport It used to happen automatically when connected to BT. Now I have to go to maps manually.,base,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
143,1638741,@115858 I am pretty sick of having to charge my phone sometimes three times  a day since the IOS 11 update. When will this be fixed?????,@501099 We'd be happy to help. Check out these steps to see if they help: https://t.co/bivpdfBNJ6,False,,base,system_performance_freeze,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
144,1821501,Customer service at the @115858 store in Naperville is awful,"@546835 We want you to have a good experience when visiting an Apple Store. DM us with details, and we'll look into it together. https://t.co/GDrqU22YpT",False,,base,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
145,2119490,"Thank you @AppleSupport for making my iPhone 6 useless after the new iOS 11.0.3 update. It's actually worse than 11.0.2 and 11.0.1. Screen unresponsive, terribly slow, apps crashing, phone screen rotating randomly. The only fast thing is the battery draining!","@624606 Hi. We are here to help. Send us a DM, and we'll take a look into this. https://t.co/GDrqU22YpT",False,,hard_b,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
146,2150011,Ok @115858 you really need to get it together with this question mark box shit,@631884 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
147,2519303,"@AppleSupport @322876 I watch a lot of videos, but my iPhone X seems to be draining my battery extremely fast. And getting phone hot! I also watch twitch. Not sure if the X battery is just bad or if another issue",@717616 We'd like to guide you in the right direction. DM us which iOS 11 version you're on. https://t.co/GDrqU22YpT,False,,base,battery_drain_power,battery_drain_power,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
148,2552290,@AppleSupport Thanks! I don’t connect to anything else so just my car. Did it with my previous car too.,@276706 DM us your iOS version and we can take a look at this. https://t.co/GDrqU22YpT,True,@AppleSupport Just DMd you thanks,base,audio_music_playback,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
149,1418595,"@AppleSupport This has came up, it's saying that I made an in app purchase for coins. I had a subscription for this app before but I cancelled it as I no longer use this app and I never made an in app purchase with this app.. how can I sort this without paying for something I didn't do?? https://t.co/WUg3npRQqc",@449731 We appreciate the additional info. You should contact our iTunes Store team directly for help: https://t.co/SDIe7UiyJN,False,,base,billing_app_store,billing_app_store,no,None - Standard technical troubleshooting path.,- Direct customer to reportaproblem.apple.com to review purchase history; outline refund request process; explain subscription cancellation steps.
150,1874856,@AppleSupport @115858 If I can't downgrade do you want to pay for my new hardware? How about my salary the next week because I can't work without all this??!,"@349063 While you cannot revert to an old iOS, we can review your options. Please DM us with details about the app you cannot use. https://t.co/GDrqU22YpT",False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
151,2125053,"@AppleSupport Netflix works fine, when I plug my phone in to my tv via my Apple HDMI adapter it mirrors everything else but Netflix will freeze up for some reason","@625821 Is everything working normally when only using it on your iPhone? Also, what is the exact iOS version you have installed?",False,,hard_c,keyboard_autocorrect_bug,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
152,2948319,@AppleSupport How do I permanently switch off the ‘Live Photo’ and permanently keep on HDR? They both keep resetting after I have used my camera it’s so frustrating 😡,"@767422 Hello there. We're here to help. Live Photos is on by default. Once you turn off your Live Photos in your Camera, you can then preserve your Camera settings so that Live Photos is always on or off. Go to Settings &gt; Camera &gt; Preserve Settings.",True,@AppleSupport Thank you for your help,base,camera_photos_media,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
153,1802719,@115858 It's finally succumbed to the touch disease that's plagued it for 12 months. Bad times! Just over five years since I had my first iPhone.,@472741 Let's take a look at it together. When did this start? Have you updated to iOS 11.0.3? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,False,,base,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
154,258943,@AppleSupport Thanks for getting back to me guys but it appears it’s working fine again now,"@177562 Awesome, that's what we like to hear! If you need help with anything else, just let us know.",False,,hard_d,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
155,2304936,@115858 can you please fix this “ i️ “ situation😤🤦🏽‍♂️ https://t.co/IcVB7xLsFl,@668748 We want to help. You can update to the newest version iOS 11.1.1.  You want to make sure to back up your iPhone before updating. This article explains how: https://t.co/4f8hwT5to6,False,,base,other,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
156,1997089,@AppleSupport my phone was working PERFECTLY but after the last update it’s AWFUL! Pleeeeez FIX IT!!,"@143530 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",False,,hard_c,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
157,1886849,post ios 11 download i lose my wifi connection every single time my phone locks 🙃 it’s driving me insane @115858 @AppleSupport,@562765 We want to be sure you can enjoy the new iOS update. We can help! Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT,False,,base,connectivity_network,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
158,724643,Ever since that IOS 11 update; my Iphone’s Camera is not working! #NotCool #Apple #WTF @115858 I need a Fix; Now!!,@293564 Thank you for reaching out. We are here to help. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,False,,base,system_performance_freeze,camera_photos_media,no,None - Standard technical troubleshooting path.,- Verify if issue occurs in front vs rear lens and 3rd-party apps; suggest force-closing Camera app; check iCloud Photos sync status.
159,1748935,"Μετά το update στο #ios11, δεν έχω κινητό. Σταθερό έχω! @115858 please fix the battery issue! Thank you!",@527160 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,True,"@AppleSupport Beforehand, I never had any problems. Perhaps, you should consider making a stronger battery for the upcoming iPhones. Thanks again!",hard_a,battery_drain_power,battery_drain_power,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
160,2015842,All this money we pay for @AppleSupport an this. Damn phone keeps replacing I️ . This is dumb I’m going back to android,@480070 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,False,,base,keyboard_autocorrect_bug,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
161,2578689,.@AppleSupport having mega problems with Apple TV 4th Gen. this is showing the episode it’s going to play on the right while playing that very episode on the left and I can’t get out of this to go to full screen. Remote is charged. https://t.co/5PJ45SKisr,@430813 We want you to be able to take full use of your Apple TV. Reach out to our Apple TV team here: https://t.co/IBIY3w3RGR,False,,hard_b,other,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
162,40481,"I️ most updated my phone, why isn’t my I️ working @115858",@124878 We're here for you. Which version of iOS are you running in Settings &gt; General &gt; About? Is this happening in all apps?,True,"@AppleSupport IOS 11.1, And just my social media apps,",base,system_performance_freeze,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
163,2942220,Yo @115858 why is my home button not working anymore,"@812888 We want your Home button working, and we'll do all we can to help. To get started, let us know what type of iOS device you have and what is its iOS version? Also, can you describe for us how the Home button isn't working?",False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
164,1999916,@115858 why did I️ update if it makes my phone buggy and didn’t even give me Live Photo? 😒,@591344 We want to be sure your iPhone is working normally. Send us a DM and let us know more about the issue you're seeing. https://t.co/GDrqU22YpT,False,,base,camera_photos_media,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
165,2129195,@AppleSupport hey guys why does my Live Photo keep turning back on despite having the preserve settings button turned on? I swear I turn off Live Photo weekly.,@626777 We'd be happy to help with this. Send us a DM with your iOS version and device model. We'll continue from there: https://t.co/GDrqU22YpT,False,,base,camera_photos_media,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
166,1691820,@AppleSupport I appreciate ur help :)),@346602 You're welcome.,False,,base,billing_app_store,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
167,2308504,"@AppleSupport Please help, I can't remember the password for my iphone! I alreadt tried everything ):",@669611 We have an article for just that. Check it out here: https://t.co/F1QfwW1u1N,False,,base,account_icloud_login,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
168,585845,Having These Problems too. What to do? https://t.co/KclpS2RqTm @AppleSupport,"@258311 Let's work together to get things sorted out there. Have you been able to power the watch off and back on?  Also, is the watch updated to the most recent watchOS?",True,"@AppleSupport It is on 4.1, powering off resulted in bootloop. Force restarted and resetted it. For now it seems resolved.",base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
169,1066766,Thanks @115858 for your terrible update. Nothing on my phone is working. At least the battery drains immediately now!,@371744 Send us a DM letting us know which version of iOS 11 is running on your iPhone. We'll get started there. https://t.co/GDrqU22YpT,False,,hard_d,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
170,1473372,"#whine Yo the wifi on/off thing doesn’t work on the new iPhone os ware thingy. 
Fix it please!
@AppleSupport @124871 #islesofscilly #ios",@462008 We're here to help. Can explain to us what issue you're having with your Wi-Fi?,True,"@AppleSupport Hello. Here’s the problem:
Swipe up.
Disable wifi.
But.
Goto settings.
Wifi still on. 

The swipe up control panel thing seems ineffective.",hard_a,battery_drain_power,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
171,2783257,Question: @AppleSupport can you find icloud account with the imei number?,@563334 We can assist you. Please DM us with additional details regarding your concern with your iCloud account and we'll help you further. You can do so via the following link. https://t.co/GDrqU22YpT,False,,base,billing_app_store,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
172,2774372,@AppleSupport good morning! I need some help with my Bluetooth connection. I’d like their support.,@775358 We've received your DM. Please check there for our reply.,False,,base,connectivity_network,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
173,484562,"@AppleSupport iphone8 works fine, Series 2 Watch works fine, everything’s perfect apart from my activity and workouts aren’t syncing since Tuesday! WiFi, data and Bluetooth all on and working too! Help!!!","@131476 Hey, we'd be happy to take a look to see what's going on. First, can you tell us the watchOS and iOS versions currently installed? Also, have you restarted both devices to see if that helps?",True,@AppleSupport Yep done all that eventually I reset the watch completely and set up as a new device and it’s working again. Thanks anyway,base,connectivity_network,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
174,644126,"@AppleSupport Thanks! Some insight, it definitely works with music uploaded from my MacBook only. Cloud and music downloaded from Cloud not working!","@272894 You're very welcome. Please let us know if this continues, once our System Status page has been updated.",False,,hard_d,audio_music_playback,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
175,331716,@AppleSupport My phone crashed (iPhone 7 plus) so I had to restart it. It seems to have corrected the fault. I’ll let you know if it happens again thanks.,@194992 We're happy to hear a restart was able to resolve the issue. Feel free to reach out to us if you have any questions.,False,,hard_d,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
176,1912819,"@AppleSupport dear  support
I have issue with some iCloud pics
Pls help its not uploading it via Twitter","@569775 Please reach out to our team specializing in iCloud Photos here: https://t.co/IBIY3vMgPj
Select Apps &amp; Software &gt; iOS apps",False,,base,account_icloud_login,account_icloud_login,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
177,2128175,Hey @AppleSupport! My Lightning to SD Card reader is importing photos on my 7 Plus pixilated &amp; not full resolution. Why is this?,@351367 We'd love to look into this with you. Join us in DM and provide us with your software version. Click here: https://t.co/GDrqU22YpT,False,,base,connectivity_network,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
178,450349,@AppleSupport I’ve reset the keyboard and dictionary but it just started popping up again. I can try correcting it and see if it corrects it. Thanks for replying.,@221752 Sure thing! Let us know if you need anymore help with this issue. Have a great day!,False,,hard_d,keyboard_autocorrect_bug,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
179,1924810,@AppleSupport I already have it turned off. So why is it continuing to do it? What's the point of turning it off if it's going to do it anyway?,@324684 We'd like to gather some more details.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,False,,base,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
180,1063844,um i was just in the middle of listening to music and cleaning and my song stopped playing and all my music was deleted @AppleSupport wyd,@371168 We can help with this. Are you connected to Wi-Fi or cellular? Is Apple Music on in Settings &gt; Music?,True,@AppleSupport I am connected to wifi and yes Apple Music is turned on! https://t.co/MbeRNomAkl,base,audio_music_playback,audio_music_playback,no,None - Standard technical troubleshooting path.,- Inquire whether issue occurs on downloaded vs streamed music; recommend toggling iCloud Music Library / Sync Library; suggest reinstalling Music app.
181,1704027,Motherfucker @AppleSupport when the hell are you going fix this I️ issue??,@516538 We can help. Here’s a work around for the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,False,,base,keyboard_autocorrect_bug,keyboard_autocorrect_bug,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
182,872073,Meu iPhone tá muito bugado. Pq vcs fazem isso @115858 ? @AppleSupport,"@327046 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",False,,base,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
183,1071795,"Wtf @115858 keeps charging me $10 a month for who knows what, aside from my Apple Music and i have the $5 student account 😰",@372922 We'd love to help and recommend that you contact our iTunes Store team via this link: https://t.co/SDIe7UiyJN,False,,base,audio_music_playback,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
184,1227322,Is there anyway I can disable group chats on my moms phone?@AppleSupport,@407914 Thanks for contacting us. You can find more information about group messages here: https://t.co/Wu8UVnr4pp,False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
185,431289,"@AppleSupport It is yes, and it does work, but then my bank card appears too.","@217052 Has this always happened, or did it start recently? Which iOS version are you running? Let us know in DM: https://t.co/GDrqU22YpT",False,,base,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
186,2253488,"Hey @115858, my Motorola Razr and Compaq desktop, with Windows 98, still work great. Can you explain why none of my stuff works after one update comes out? Thanks.",@656461 We'd love to help. DM us further details of what's going on and we'll help. https://t.co/GDrqU22YpT,False,,hard_d,keyboard_autocorrect_bug,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
187,2364428,"@AppleSupport Yes, and after I've restarted nothing changed. And after 10th attempt all the data got erased, altho I've switched off this feature in Settings ages ago. Looks like #ios1111 has broken keyboard instead of fixing it",@682647 Do you have a recent backup in iCloud or iTunes of the device?,True,@AppleSupport I wouldn't be so upset if I had :(,hard_b,system_performance_freeze,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
188,2012511,@115858 y’all really need to get y’all shit together. These questions marks need to go.,"@595092 Where are you seeing the question marks? In a certain app or keyboard, when composing a message/post? DM us, we want to help. https://t.co/GDrqU22YpT",False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
189,628043,"@115858 bought #iphone8 on the day of launch and it never met expectations from #day1 the device is hanging (though I have not downloaded more than 4 apps). My year old MI @160663 is performing better than this.

CAN YOU GUYS #TAKEITBACK WITHOUT #EXCHANGE (at what price)?",@268756 We'd like to look into this with you. Let us know which version of iOS you're running on this iPhone via DM. We'll go from there. https://t.co/GDrqU22YpT,True,"@AppleSupport iOS 11.1.2 However, you did not answer my question!",base,battery_drain_power,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
190,446489,@AppleSupport hii I updated my phone and now my Apple Music is not working I can’t see any of the songs I have downloaded only the purchased ones from iTunes can you pls sort this.. What am I paying for?? 🙄,"@220758 We want you to be able to have access to your music, and we'd like to help. Do you have iCloud Music Library enabled? Here's how to check: https://t.co/9VQ9VywZJ2",True,@AppleSupport Yeah I have it on but my music had disappeared ? I’m so confused,hard_b,audio_music_playback,audio_music_playback,no,None - Standard technical troubleshooting path.,- Inquire whether issue occurs on downloaded vs streamed music; recommend toggling iCloud Music Library / Sync Library; suggest reinstalling Music app.
191,585865,"@AppleSupport iphone7+ crashing apps and restarting every minute, since your update. Sort it out",@258316 We're glad you reached out to us. We just released iOS 11.2 which should help with your issues. Let's go through the steps in the following article and DM us if you're still having problems: https://t.co/osZOKKTalm We'll be here for you. https://t.co/GDrqU22YpT,False,,base,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
192,1918130,"@AppleSupport scree recording when forwarding,no audio,why?","@156529 Hey, we want to hear more about what's going on so that we can help. Please DM us some more details and we'll go from there. https://t.co/GDrqU22YpT",False,,base,audio_music_playback,audio_music_playback,no,None - Standard technical troubleshooting path.,- Inquire whether issue occurs on downloaded vs streamed music; recommend toggling iCloud Music Library / Sync Library; suggest reinstalling Music app.
193,2410270,@AppleSupport is there a reason why my WiFi turns itself on when I turn it off on my 7s. Bloody annoying me. I try to conserve the power and it drains quicker without my knowledge thanks,"@302435 Thanks for reaching out about this behavior. To verify, are you disabling Wi-Fi from the Control Center, or via the Settings app? Also, what is the exact version number of iOS you're currently using? This article covers how to locate it: https://t.co/ZTw54HL4Rm",True,@AppleSupport I turn WiFi off when I leave home in the morning from the slide up screen. I’m using the most up to date system as updated 2 nights ago with the most recent,hard_b,connectivity_network,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
194,2295437,@115858 hook me up with a new Macbook please because the MacOS High Sierra update broke mines and i’m having money problems AHSHSISJAK🙃,@444232 We would be happy to help with your Mac. What's happening after updating? Send us a Direct Message to tell us more about this. https://t.co/GDrqU22YpT,False,,hard_c,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
195,2239370,Wish @115858 would fix this WiFi turning on whenever it bloody pleases issue out. https://t.co/nwGhOHxqD5,"@652948 We appreciate you reaching out. To verify, are you disabling Wi-Fi via the Settings App or the Control Center?",True,@AppleSupport I’ve tried with both over the last few days and it still keeps switching itself on. Other people seem to be having the same issue,hard_a,other,connectivity_network,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
196,433119,"@AppleSupport Hey, thanks, but I already knew this. I just want the “helpful” prompt to stop every time I get in my car. I already have it on manual.",@218011 We can understand. Feel free to submit any suggestions you have on our Apple Feedback Website: https://t.co/ODFtc9V7Tq,False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
197,812237,@AppleSupport my FaceTime Live Photo’s are not saving,"@313548 We'd be happy to help. To start, which version of iOS are you using. You can check in Settings &gt; General &gt; About.",True,@AppleSupport iOS 11.0.3 on an iPhone 7 Plus,base,camera_photos_media,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
